,Has Twitter,Number of tweets in total,Twitter Handle,Twitter followers,Twitter following
1132087,1,221,DeddiChurch,140,7
1134688,1,2349,VineyardWa,215,155
1081028,1,4518,TechforgoodCAST,4374,2750
1082947,1,13308,crisis_uk,95852,2117
1131638,0,,,,
1088245,1,19991,simonotstreets,7927,5121
1138077,0,,,,
1001081,1,3508,basic_int,2689,1178
252477,0,,,,
220392,0,,,,
228519,0,,,,
209009,0,,,,
244450,1,353,bdiaptrainees,1007,953
213463,0,,,,
263819,1,78,RankPrizeFunds,268,27
216000,0,,,,
206655,1,2788,GirlsbrigadeEW,658,7
205284,0,,,,
206608,0,,,,
214249,1,3101,thelittleleics,3402,562
274617,0,,,,
522026,0,,,,
292144,0,,,,
527116,0,,,,
528415,0,,,,
292199,0,,,,
222014,1,483,WelshPonyCobSoc,1296,565
202751,0,,,,
1013545,1,4388,RiversideVC,568,160
1002442,1,6540,ymcastpauls,2912,3074
205793,0,,,,
280805,1,675,DLS_Law,1484,424
233242,1,666,WWDPforEWNI,386,627
800253,1,64,RGA_gymnastics,117,57
254640,0,,,,
212025,0,,,,
1038446,1,13087,MonsoonUK,36279,337
286669,1,5658,CCLG_UK,3021,2580
290406,1,190,trainingtrust,267,268
312526,0,,,,
263556,0,,,,
518799,0,,,,
244812,1,2568,IQ_UK,1469,409
208671,1,1064,prsfund,1814,275
296103,1,43841,careengland,12993,4478
245425,0,,,,
1037597,0,,,,
223907,0,,,,
1030846,1,6494,RevDoors,10450,6069
233465,1,2225,dayonecm,282,30
232131,0,,,,
1040848,1,1532,HadassahUK,445,686
1009827,1,988,TempleMoorHigh,1123,177
1040572,1,3758,@surreysatro,1066,950
305951,1,8852,GirlguidingSWE,2499,199
1044956,0,,,,
232211,0,,,,
1008835,0,,,,
249252,0,,,,
291198,0,,,,
511786,0,,,,
207607,0,,,,
271729,0,,,,
282940,0,,,,
311767,1,2436,HawkwoodCollege,1189,909
252207,0,,,,
214262,1,1762,merchanttaylor1,1520,198
233701,0,,,,
1041958,0,,,,
516297,1,1446,ChristchurchNP,389,214
200581,1,7,@EwelmeAlmshouse,53,39
326864,1,11662,Kidscape,10672,1781
287589,0,,,,
216235,0,,,,
309091,1,6003,DowneHouse,2397,924
1018979,1,707,NCUKTogether,709,1031
527294,0,,,,
251855,0,,,,
269558,0,,,,
205311,0,,,,
511204,0,,,,
279714,1,4834,CanterburyFest,10941,892
247230,0,,,,
227384,0,,,,
1038785,1,15589,LaureusSport,156398,1359
292579,1,220,PathwaysKent,26,22
328463,1,308,Salters_inst,995,185
519232,0,,,,
508450,1,3015,BendriggTrust,1828,2160
242576,0,,,,
1007726,1,19995,RiDC_UK,5564,4602
1002680,0,,,,
504616,0,,,,
1031192,1,1581,BlytheHouseHosp,847,688
233639,1,348,ndfchurchlondon,187,264
1003916,0,,,,
291202,0,,,,
311020,1,1460,SASHerts,2036,103
244178,0,,,,
237698,0,,,,
277177,1,1652,bbodance,1111,655
1040303,1,3663,@wandcab,1350,787
327798,0,,,,
261433,0,,,,
311288,0,,,,
212206,0,,,,
523503,0,,,,
245671,0,,,,
314125,0,,,,
328465,0,,,,
1079121,1,4927,SEEDMadagascar,3316,1088
1049389,1,139,bakewell_eyamct,174,242
1045991,0,,,,
1068709,0,,,,
1077893,1,699,theABN_Info,1999,38
1061049,0,,,,
1071823,1,2530,europeanmission,658,260
1074758,0,,,,
1072196,1,930,FreedomCentreUK,293,98
1061798,0,,,,
1060683,1,14206,Naace,15519,5200
1079316,1,3072,saracenssportfo,3304,1237
1055728,0,,,,
1071974,1,1736,EAPGlobal,709,818
1077187,1,6749,BIDdetention,8730,481
1077038,1,22,BrentMencap,50,31
1053434,1,4660,MousetrapTP,4426,3805
1081200,1,0,t_c_w,1,72
1079669,0,,,,
1079988,0,,,,
1057942,1,555,BMAS_News,721,33
1087771,0,,,,
1094532,1,2760,GiveaGiggle,1843,1106
1085912,0,,,,
1091988,1,970,ArkwrightTalent,1307,579
1080024,1,147,lewesnewschool,242,41
1085853,1,8149,roalddahlmuseum,19262,1254
1058617,1,168136,heathrowairport,487209,3130
1014274,0,,,,
1132676,0,,,,
1113969,0,,,,
1134907,0,,,,
1125878,0,,,,
1125969,0,,,,
1134783,0,,,,
1104655,0,,,,
1121268,1,1853,BridgeBolton,541,20
1131399,1,8704,ForeverHoundsUK,3401,1408
1127356,0,,,,
1128859,1,352,AllSaintsEcc,144,99
1112580,1,17139,RugbyLeeds,11543,2429
1096356,0,,,,
1122468,0,,,,
1131770,1,1629,highfieldchurch,328,1
1118690,1,411,trezeohq,418,426
1109886,0,,,,
1128275,1,38,christchurchvw,13,0
1123285,1,5969,salmontroutcons,7281,5534
1130899,0,,,,
1131687,0,,,,
1111377,1,4800,mercyukorg,3332,1848
1123950,0,,,,
1100866,0,,,,
1106240,0,,,,
1111333,0,,,,
1101929,1,8006,CBTransport,8628,1059
1100949,1,1243,LATCHWales,1359,291
1132168,0,,,,
1129520,0,,,,
1106172,1,9652,TheEAUC,4448,3451
1107708,1,6142,PondRiverStream,8663,1101
1070495,1,1818,plasglyn,4160,3710
1100899,0,,,,
1095133,0,,,,
1100759,0,,,,
1130272,0,,,,
1087939,0,,,,
1072562,0,,,,
1130573,1,447,FacultyPharmMed,540,348
1131311,1,2755,stbrideschurch,2988,3181
1110782,1,19518,churchesengland,1506,145
1119673,1,1836,NewlonHT,1832,553
1087766,1,410,CranedaleCentre,304,196
1089125,1,1282,worktreegrowing,377,192
1097205,0,,,,
1085541,0,,,,
1118770,0,,,,
1052889,0,,,,
1048645,0,,,,
1107425,0,,,,
291498,0,,,,
1087053,0,,,,
293477,0,,,,
1081256,0,,,,
1079257,0,,,,
1117515,0,,,,
1122401,1,2021,bethjohn64,1415,2317
1076063,1,2308,fairplaybarnet,946,1010
1132285,1,223,PurleyBaptist,199,71
1071186,0,,,,
1116213,0,,,,
1103848,0,,,,
1114653,0,,,,
1127806,0,,,,
1075981,0,,,,
1071657,0,,,,
1089433,0,,,,
1133190,1,372,WSKentHouse,179,197
204536,0,,,,
311724,1,92,DormerHouseSch,7,0
261722,0,,,,
1134171,0,,,,
312824,0,,,,
1104621,1,3621,West_Kent,2596,819
1132235,1,1408,stmaryabbots ,461,119
250456,0,,,,
227994,0,,,,
1134167,0,,,,
262937,0,,,,
1080638,0,,,,
298588,1,39711,BASW_UK,28013,3871
1104981,0,,,,
1117848,0,,,,
1105916,0,,,,
1041966,1,699,ftcfoodtraining,172,394
1116971,1,35789,SRTRC_England,19647,10224
1092312,0,,,,
1039170,0,,,,
225920,1,1,VilliersParkEdu,11,0
516113,0,,,,
510406,1,1341,ksimcb,636,5
212828,0,,,,
517066,0,,,,
225356,0,,,,
211934,0,,,,
262481,0,,,,
264299,0,,,,
516729,0,,,,
258306,0,,,,
277287,0,,,,
211211,0,,,,
276996,0,,,,
248708,0,,,,
251681,1,4050,foodafactoflife,5721,1614
272671,0,,,,
209266,1,1676,@JewishChildsDay,1194,789
249986,0,,,,
265755,0,,,,
267444,0,,,,
273571,1,995,glosengtraining,286,77
254951,0,,,,
207736,1,322,SonsandFriends,358,165
278072,0,,,,
274864,0,,,,
255354,0,,,,
248062,0,,,,
211762,0,,,,
250733,0,,,,
209934,0,,,,
253894,1,11450,biochemsoc,21276,7306
269667,1,793,peterboroughsch,185,14
217652,0,,,,
218506,1,9870,hamps_theatre,70554,909
219171,1,7463,eisteddfod,19759,656
219260,1,2704,bvtnews,1759,679
250569,1,3056,Peterborodio,2809,149
255460,0,,,,
273860,1,2765,magdalenoxford,6217,640
249505,1,,i,,
221888,1,10279,Henshaws,5245,2004
204444,1,7628,TheAbbeyfield,11035,1329
204327,0,,,,
222673,0,,,,
223106,1,24637,RCGP,57638,1639
201288,0,,,,
282358,0,,,,
286513,0,,,,
283065,0,,,,
202443,0,,,,
277992,1,942,Co_Biologists,3425,241
204626,1,191,PlymouthDeaf,405,632
204957,0,,,,
207478,1,1712,alpinegardensoc,3758,3886
205155,0,,,,
207708,0,,,,
278104,1,15049,CIBSE,22669,448
209448,0,,,,
209455,0,,,,
208146,0,,,,
210370,1,18,HarlowOccHealth,41,37
214422,0,,,,
214784,0,,,,
208208,0,,,,
208455,0,,,,
295873,1,2281,nicecharityuk,716,722
296030,0,,,,
214935,0,,,,
214939,0,,,,
297286,0,,,,
292469,0,,,,
212065,0,,,,
212164,0,,,,
292497,0,,,,
212654,0,,,,
219013,0,,,,
212864,0,,,,
213061,0,,,,
220807,0,,,,
232505,0,,,,
232980,0,,,,
233555,0,,,,
223678,1,5003,RSPCACovNun,1990,588
224340,0,,,,
224760,0,,,,
224939,0,,,,
299811,1,6446,Raft_Institute,6377,414
280918,0,,,,
306316,1,2262,knighton_house,2695,653
280977,1,5139,BRSNewmarket,7131,1324
243509,0,,,,
243715,0,,,,
230638,0,,,,
230714,0,,,,
244415,0,,,,
230853,0,,,,
205315,0,,,,
231036,0,,,,
206414,0,,,,
207006,1,1162,RSPCASouthCots,1079,1496
236167,0,,,,
237839,1,62,St_And_URC,135,84
238067,0,,,,
307099,0,,,,
210571,0,,,,
210885,0,,,,
211169,0,,,,
307856,0,,,,
215317,0,,,,
216064,0,,,,
216255,0,,,,
238848,1,9,KestonVHall,32,19
248273,0,,,,
226380,0,,,,
250068,0,,,,
249574,1,5283,ChurchSociety,2590,2325
249444,1,33,londonflowersoc,23,44
249912,0,,,,
226799,1,1454,SaltersCompany,940,569
227035,1,2688,oasttheatre,889,683
228966,1,2882,DevonBirds,2513,360
229236,0,,,,
233691,0,,,,
234054,0,,,,
234116,0,,,,
234618,0,,,,
234676,0,,,,
244732,0,,,,
247430,1,2,neutralthoughts,56,16
247941,0,,,,
250236,0,,,,
251675,0,,,,
249981,0,,,,
255403,0,,,,
255465,0,,,,
252062,0,,,,
252376,0,,,,
255761,0,,,,
309090,1,1755,StAndrewsSch,958,291
253492,1,16252,rafbf,32704,1657
255619,0,,,,
258311,1,173,wadedaycentre,169,148
256575,0,,,,
259020,1,4561,RSPCAsouthbeds,1185,39
257199,0,,,,
259740,0,,,,
258091,0,,,,
258287,1,2922,thebachchoir,7453,740
260347,0,,,,
261319,0,,,,
309490,1,503,sandroydschool,2661,20
258798,1,21282,samaritans,113002,2549
200232,0,,,,
312590,0,,,,
312613,0,,,,
312640,0,,,,
307038,0,,,,
307043,1,740,PennthorpeSch,344,280
307045,0,,,,
309685,0,,,,
310281,0,,,,
312726,0,,,,
312825,1,5106,RHACC_College,2011,1196
312747,0,,,,
312871,0,,,,
312987,0,,,,
517919,1,15755,martinhousech,7910,1194
518473,0,,,,
529584,1,2281,belmontgrosveno,812,1349
519012,1,493,ShapeTraining0,149,227
529675,0,,,,
519357,1,7623,NorthWestCancer,4011,3937
530002,1,5048,DioManchester,2761,686
519443,1,58,BlythStar_ENT,61,55
313407,1,11953,TheBDA,27762,997
519835,0,,,,
700788,1,2023,NorthStaffsMind,695,586
525786,1,28609,uwtsd,16789,1982
525922,0,,,,
525925,0,,,,
525930,0,,,,
803766,1,1063,canbury_school,345,311
803793,1,13935,womensinstitute,36578,1566
528151,0,,,,
527036,1,124,@stchristopherst,76,127
527038,0,,,,
1001698,0,,,,
800158,1,2815,LeehurstSwanSch,627,400
241962,0,,,,
231435,0,,,,
242256,0,,,,
1004062,0,,,,
262771,0,,,,
263172,0,,,,
802757,1,7201,kindbravejust,1484,543
802353,1,1533,Ethiopiaid,833,413
800614,1,1461,First_Rung,624,944
266073,0,,,,
222994,0,,,,
802942,0,,,,
1015581,0,,,,
801169,1,213,ApuldramCentre,375,161
269698,0,,,,
222999,0,,,,
269752,0,,,,
272519,0,,,,
900633,0,,,,
232212,0,,,,
275352,0,,,,
1005735,1,2855,britsochaem,5188,418
232253,0,,,,
232071,0,,,,
261647,1,964,rgauk,1101,620
278687,0,,,,
278900,0,,,,
261437,0,,,,
1004477,1,1245,@pentreathltd,955,484
264715,0,,,,
264803,0,,,,
279979,0,,,,
1002775,0,,,,
280532,1,249,guidingnorfolk,159,111
265140,0,,,,
265562,1,158,RuralAgeConcern,147,352
1045736,0,,,,
1012566,0,,,,
281229,0,,,,
270618,0,,,,
270925,0,,,,
1022991,1,11821,lantrauk,12212,6571
1023523,1,10841,morleycollege,3518,1264
282744,1,1947,oupsychsociety,899,497
273018,0,,,,
273295,0,,,,
1026706,0,,,,
1051674,0,,,,
284669,0,,,,
284739,0,,,,
271434,0,,,,
286055,0,,,,
286165,0,,,,
1057908,0,,,,
1031687,1,6121,BDA_Deaf,12142,3365
1032204,0,,,,
1039938,0,,,,
278939,1,5507,NAM_London,16036,2348
289761,0,,,,
273317,0,,,,
274397,0,,,,
277166,0,,,,
280568,0,,,,
1060182,1,6485,CollegesWales,4293,2544
291944,0,,,,
280702,0,,,,
292024,0,,,,
277616,1,65,normantrust,122,202
1061726,0,,,,
279484,1,21282,samaritans,113002,2549
281713,0,,,,
292643,0,,,,
1063614,1,21443,bowelcanceruk,46931,1421
280817,1,1778,radiolollipop,1104,1
283799,1,518,lionsclubsukire,3307,1381
284006,1,71,dalesdown,75,2
297330,0,,,,
1068532,1,3865,bancroftsschool,2450,73
281012,0,,,,
298853,0,,,,
281979,0,,,,
282069,1,5135,theabtt,3645,948
284984,0,,,,
284183,1,2063,bhmchurch,211,229
286915,1,405,AirPilotsCo,1857,914
285189,1,28929,OUstudents,23263,1809
1057147,0,,,,
287214,1,3132,PhilOfEdGB,2082,1980
301352,0,,,,
1058937,1,4313,wescfoundation,2101,1854
292157,0,,,,
292807,1,220,@officialoldgaol,109,41
287378,0,,,,
292793,0,,,,
287624,0,,,,
309060,0,,,,
1061253,1,1254,resourcesautism,4109,362
511266,0,,,,
306959,0,,,,
1061326,1,161,TEDSRCT,302,262
301265,0,,,,
1062800,0,,,,
290117,0,,,,
290284,0,,,,
292234,1,3178,thesussexguild,639,277
292422,0,,,,
306231,0,,,,
306306,0,,,,
1076940,1,50866,boroughmarket,70979,3451
295518,0,,,,
1056453,0,,,,
296041,0,,,,
1066994,1,3273,britorthopaedic,12308,489
1056604,1,402,cct_conferences,406,1908
289801,0,,,,
289804,1,1108,officialbrismes,2928,1268
1077798,0,,,,
292231,0,,,,
515943,1,12816,percyhedley,11893,3943
223364,0,,,,
312911,0,,,,
313317,1,612,dalcrozeuk,692,751
298305,0,,,,
300908,0,,,,
301576,0,,,,
1003688,1,3119,cwmind,2705,2101
1062664,1,88,crossroadsroth,90,78
1078154,0,,,,
1063855,0,,,,
294689,0,,,,
1081948,0,,,,
301945,0,,,,
302360,0,,,,
1075597,1,12740,DonnaLouiseUK,15429,1274
1082243,0,,,,
297880,0,,,,
1082908,0,,,,
1089630,1,164,bsalexandria,142,66
1075698,1,1441,oundleschool,3664,112
327986,0,,,,
509858,0,,,,
1080319,0,,,,
310040,1,2372,MusiciansComp,1503,1364
310860,0,,,,
326834,0,,,,
326993,0,,,,
327825,0,,,,
327967,1,622,SionCommunity,991,265
517580,0,,,,
327235,1,207,didsburymosque,778,5
328133,0,,,,
1086393,1,2382,LangdonCharity,1665,1027
306695,0,,,,
1097842,0,,,,
307039,0,,,,
516782,0,,,,
1071363,0,,,,
517173,0,,,,
1082137,1,58,rpprimary,76,12
500318,0,,,,
309240,0,,,,
500598,0,,,,
501083,1,21282,samaritans,113002,2549
1087839,1,6860,ReadingBlues,1974,496
509746,0,,,,
1078360,0,,,,
508412,1,612,pactsheffield,571,611
524675,0,,,,
1078508,1,3502,agcas,4650,332
1098529,0,,,,
1103351,1,1176,genesis_fndn,1233,340
1103739,1,22838,reformthinktank,14750,2700
1091671,1,4141,elephantfamily,23936,948
1107554,0,,,,
1092077,1,1882,Havebury,1881,622
527530,0,,,,
525777,0,,,,
1107824,0,,,,
1095120,0,,,,
513913,1,1765,LlanberisMRT,8276,270
514234,1,,wsiyorkshire,,
515760,0,,,,
1132566,1,1233,stmaryslondon,660,53
1131790,0,,,,
524412,1,3546,SFYFC,2739,711
513241,1,67654,wix,411910,8216
518463,0,,,,
1130862,0,,,,
524625,0,,,,
314180,0,,,,
518147,0,,,,
519953,0,,,,
326194,0,,,,
326717,0,,,,
1129554,1,216,htcdbath,321,220
328694,0,,,,
328545,0,,,,
529215,0,,,,
510509,0,,,,
326490,0,,,,
529220,0,,,,
1099806,0,,,,
512105,1,2164,RiponGrammarSch,2183,1128
511985,0,,,,
520847,0,,,,
522290,0,,,,
519554,0,,,,
522473,0,,,,
1092058,0,,,,
206629,0,,,,
226746,0,,,,
282610,1,,hashtag,,
1096462,1,702,HPCVS,221,0
1095073,0,,,,
1096626,0,,,,
285834,1,527,openhouse_uk,613,841
1095091,1,645,SFAC_UK,397,443
1097049,0,,,,
1098562,1,142,FriendshipCafe1,454,226
1100403,0,,,,
326411,1,3571,gasworkslondon,67941,972
296372,0,,,,
1128762,0,,,,
1079385,0,,,,
1128513,0,,,,
1103033,0,,,,
702183,0,,,,
1056799,1,5818,darts_thepoint,2350,2307
203043,1,2818,OxfordPresTrust,4622,566
1110326,0,,,,
1059720,1,164,CascadeTheatre,131,176
700884,0,,,,
1122982,0,,,,
1079394,1,4775,ESNsocial,2065,1172
1115118,0,,,,
1134957,0,,,,
1059464,1,268,ECMoneeleven,20,9
1127646,0,,,,
1111753,1,764,YellowDoorSol,471,546
1099220,0,,,,
1128468,0,,,,
283931,1,1149,phab_charity,479,143
1076857,0,,,,
1064567,0,,,,
1107741,0,,,,
1066911,1,1292,involvekent,1502,877
1122211,1,0,stthomasmtc,0,5
1042789,0,,,,
288630,0,,,,
1075060,1,2566,NTynesideVODA,2650,559
214215,1,1390,SightCymru,1174,1043
1127397,0,,,,
1107313,0,,,,
1112102,0,,,,
1078009,0,,,,
1098834,1,4674,bgci,4934,404
517147,0,,,,
1124026,0,,,,
1003824,0,,,,
1094936,0,,,,
1075416,0,,,,
1113438,1,35,terminus_the,33,69
1114859,1,65,AgeUKWD,158,491
1079422,0,,,,
703190,0,,,,
801594,0,,,,
1008497,0,,,,
1100885,1,691,resurgotrust,647,371
1061711,0,,,,
1127333,0,,,,
700382,1,31,MSTherapySYorks,59,13
313713,1,5981,TheORSociety,3793,524
1043845,1,33,WMCSshows,16,25
274222,1,2094,oxrestore,1904,677
1031527,0,,,,
1088623,1,964,ENRYCHnational,445,743
1129670,1,2820,BHBaptist,142,3
1127972,1,38,discoverlupton,133,95
1117140,0,,,,
231323,0,,,,
1110455,1,3148,AgeUKBANES,1815,814
287065,0,,,,
1068064,0,,,,
1037177,0,,,,
1049002,1,1368,DisInitiative,1039,1894
201240,0,,,,
1051610,0,,,,
1023883,0,,,,
273298,0,,,,
246773,0,,,,
1111102,0,,,,
1091208,0,,,,
1096292,0,,,,
1126595,1,7867,ICEBenfund,1420,2141
1125759,0,,,,
1094042,1,6035,uniofbuckingham,13157,1312
1138210,1,9657,KentUnion,11633,867
1094247,1,13313,lifeleisureUK,3091,544
1053007,0,,,,
1089116,0,,,,
1115318,1,1839,omidfoundation,761,1047
297391,1,1624,PfCEthiopia,3266,791
1067759,0,,,,
1127631,1,29328,TheWomensOrg,18189,6387
1120769,0,,,,
1096655,0,,,,
1042294,1,184,BerksCarers,1259,457
1121784,0,,,,
1060175,0,,,,
1070331,1,12173,NGAMedia,9890,1143
1056708,0,,,,
1101723,0,,,,
1120063,0,,,,
1025758,0,,,,
701756,1,86,lwtanzania,16,2
1038161,1,11,ukoglnews,15,4
1037574,0,,,,
1059118,1,417,SpectacleTheat1,575,524
1076291,0,,,,
248489,0,,,,
802150,0,,,,
211715,0,,,,
209651,0,,,,
800739,0,,,,
277424,1,19625,RefugeCharity,38471,3170
1127706,0,,,,
802522,0,,,,
1062120,0,,,,
701133,0,,,,
1027118,0,,,,
900522,0,,,,
1001776,0,,,,
1064810,0,,,,
1042071,0,,,,
801243,0,,,,
1077508,1,1652,elhap ,595,760
803441,0,,,,
802498,1,2691,EXTENDexercise,491,505
1094263,0,,,,
259746,0,,,,
1104882,0,,,,
1000254,0,,,,
1129259,0,,,,
1057711,1,13280,NVTweeting,10867,760
1010238,1,36,GlosChestFund,22,4
1008940,0,,,,
1020901,0,,,,
1003644,1,1851,kyprochdale,1009,904
1020150,0,,,,
1052801,0,,,,
1107095,0,,,,
1132068,0,,,,
1020465,0,,,,
1068348,0,,,,
1019877,0,,,,
1023562,0,,,,
1110459,1,,gracechurch_sot,,
1118446,0,,,,
1065425,0,,,,
1021889,0,,,,
1067716,1,524,cavatinachamber,1174,400
1028964,0,,,,
1100136,1,93,womensaidnel,177,61
1052083,1,120,NoakBridgePS,105,323
701629,1,1953,BewdleyFestival,1118,72
1035451,0,,,,
1024443,0,,,,
1058149,0,,,,
1105835,1,5832,cosouthwark,2669,1791
1016226,1,2365,BATIAS,715,772
1071255,0,,,,
1041943,0,,,,
313900,0,,,,
1029740,0,,,,
1089864,0,,,,
297985,1,31,mangreentrust,77,61
1112202,1,2812,SWMencap,597,583
1109973,0,,,,
269804,1,2038,MERUcharity,1567,939
1115625,0,,,,
1046526,0,,,,
1112061,0,,,,
1129268,1,666,FOBeaumontPark,498,22
1103460,1,856,MontageTheatre,1017,832
1113294,0,,,,
1130190,0,,,,
1070306,0,,,,
1128726,0,,,,
1131992,0,,,,
1024385,1,,alz_dem,,
1022122,0,,,,
280133,0,,,,
1012681,0,,,,
1112071,0,,,,
1121980,0,,,,
1120060,0,,,,
1127837,0,,,,
1115040,0,,,,
1132128,0,,,,
1044231,0,,,,
1043557,0,,,,
243312,1,14077,LandmarkTrust,17181,1763
1060258,1,161,HavenChurchBham,94,26
1107278,0,,,,
1062393,0,,,,
1121144,0,,,,
1094146,1,154,walktallvillage,261,511
1055612,0,,,,
1105446,0,,,,
1134193,1,9606,dioceseofyork,4290,615
1117615,1,3054,Furnistore,832,354
1022738,0,,,,
1056021,0,,,,
1049044,0,,,,
1037159,0,,,,
1060922,0,,,,
1097753,0,,,,
1045192,0,,,,
1082918,0,,,,
505373,1,185,LakeSinfonia,80,107
1026899,0,,,,
1096348,0,,,,
1050680,0,,,,
1052478,0,,,,
1061037,0,,,,
1063893,0,,,,
1072775,0,,,,
1057930,0,,,,
1100845,1,5836,AspinallCharity,8378,1260
1126433,1,4429,pankhurstcentre,8152,2685
1079291,1,1569,StockportSWA,1639,1817
1094215,1,1853,PDVG1,791,1210
1033756,0,,,,
1019018,1,903,AgeUKDevon,2514,2246
1050262,1,3446,Jubilee_Church,1072,822
1085576,0,,,,
1128003,0,,,,
1112680,0,,,,
1077645,0,,,,
1112422,0,,,,
1064356,0,,,,
1089638,1,8608,ABFWXM,1808,1659
900068,0,,,,
1013141,1,1849,Emley_Show,2360,1586
326959,0,,,,
241434,0,,,,
1112574,1,55,NsumbiTrust,58,32
1132503,0,,,,
1118315,1,12266,CU_Trust,3443,501
1103498,0,,,,
1073104,1,518,apedaleheritage,417,307
230160,0,,,,
1039069,0,,,,
1049600,1,755,FHealthCharity,542,310
1053408,0,,,,
1062060,0,,,,
1131714,0,,,,
1133398,1,1368,_jungshim,205,104
1085727,0,,,,
1045417,0,,,,
1122396,1,4345,drjohnsonshouse,5743,1175
1126581,0,,,,
1059777,0,,,,
219495,1,17,bickhamhouse,25,18
1071867,0,,,,
275781,0,,,,
1027329,0,,,,
1053065,0,,,,
1000971,1,20644,smfthinktank,12050,1716
1011660,1,715,wcttrust,584,1718
1063019,0,,,,
1092616,0,,,,
1085775,1,1377,chrislucastrust,1097,2022
1055035,0,,,,
1120628,1,313,CrescentSchRug,180,28
208231,1,35612,scope,99659,7694
1119647,0,,,,
513239,0,,,,
1107364,1,93,eef_charity,127,169
1122252,0,,,,
1084622,0,,,,
1062281,0,,,,
1132854,0,,,,
801540,0,,,,
1003287,0,,,,
1086659,1,285,StoneWorkSpace,111,239
302701,0,,,,
1112414,1,4343,DarlingtonCAB,1419,935
1076617,0,,,,
1099412,0,,,,
1127530,0,,,,
1002424,0,,,,
1094992,1,845,SwissChurchLond,641,1080
1131658,1,4465,uk_cmf,2886,1910
1089313,1,1429,acecentre,3146,795
1116271,0,,,,
1055406,0,,,,
203048,1,20527,UNESCO,3026135,1588
1072258,1,2376,brumirish,1270,526
1135642,0,,,,
1090727,0,,,,
214212,0,,,,
1131768,0,,,,
1120222,1,3435,AssocMHP,1725,763
1047145,0,,,,
291890,1,4453,volaction_is,3172,829
1100474,1,239,ageukealing,864,872
1063848,0,,,,
1056737,0,,,,
1135398,0,,,,
515412,0,,,,
1090961,0,,,,
1086353,0,,,,
1118810,0,,,,
295701,0,,,,
1002061,0,,,,
1012841,0,,,,
1068211,0,,,,
1099114,0,,,,
512345,0,,,,
1024632,0,,,,
1132707,0,,,,
1012736,0,,,,
1073546,0,,,,
1026875,0,,,,
1127089,0,,,,
1014254,0,,,,
1125055,0,,,,
1084272,0,,,,
1033714,0,,,,
1027046,0,,,,
1131011,0,,,,
1023654,0,,,,
1108054,0,,,,
1130829,1,52,axevalefestival,227,11
518660,0,,,,
1137458,1,,statuses,,
1107311,1,33,SCFHannah,59,35
1037754,0,,,,
240833,1,21138,DioSalisbury,4499,1296
1023678,0,,,,
1063243,0,,,,
1045782,1,3606,rva_news,1125,523
1110568,0,,,,
1007317,1,75,elm_foundation,112,155
1087659,1,527,YorkCityChurch,346,209
1087591,0,,,,
504003,1,27404,hopepastures,9235,9794
512259,0,,,,
1047598,0,,,,
1126822,0,,,,
231145,0,,,,
1008807,1,2779,headwayessex,3320,1427
1116099,1,952,CasHeritage,495,113
1134524,0,,,,
528347,1,4848,@SocialPolicyUK,5353,1633
1010450,0,,,,
1117563,0,,,,
1117248,0,,,,
1091809,1,4082,LeedsMencap,4034,1905
1120706,0,,,,
327032,1,5781,octoberlondon,5368,3012
1008158,0,,,,
1078816,0,,,,
1107927,1,3294,mapyoungpeople,1717,935
1088435,0,,,,
1113203,0,,,,
1113574,0,,,,
1067633,0,,,,
1050248,0,,,,
521209,1,,GGCymruHQ,,
1027788,0,,,,
900616,0,,,,
1102533,0,,,,
1057441,0,,,,
1032530,0,,,,
1011451,1,131,AicmUk,62,143
1129892,0,,,,
1027605,0,,,,
1125049,0,,,,
1068720,0,,,,
1142103,1,3255,wicksteedpark,4444,804
1007193,0,,,,
1032907,0,,,,
1040642,0,,,,
1026953,0,,,,
1112310,0,,,,
1136954,0,,,,
1083156,0,,,,
1054240,0,,,,
1124941,0,,,,
1051144,1,4303,talkOTR,1717,480
1009775,0,,,,
1075695,0,,,,
1044870,0,,,,
1058476,0,,,,
514518,1,1645,VACoventry,1693,1641
296568,1,6027,devonguild,8061,8599
1037121,1,2753,RadlettCentre,2833,2612
1073086,0,,,,
228577,1,666,mcrsettlement,501,183
1128066,0,,,,
1130988,1,13304,curiousmindsnw,10258,6099
1092375,0,,,,
313940,1,514,BiaaTweet,782,378
1123674,0,,,,
1085430,1,1175,Carers_FIRST,1176,808
1100911,0,,,,
1076375,1,994,XroadsCareSEL,295,650
1088545,1,1238,AVRbitton,5495,853
1054400,0,,,,
1079097,0,,,,
1064326,0,,,,
1063958,0,,,,
1054533,1,219,firststep0015,140,167
1120734,0,,,,
271151,0,,,,
1082990,0,,,,
1118159,0,,,,
1064855,1,842,biggervoice,615,586
1059754,0,,,,
203336,0,,,,
1102468,1,521,KatFieldFA,138,125
1012227,0,,,,
1121055,0,,,,
1126621,0,,,,
247005,0,,,,
1122343,0,,,,
1127105,1,71,@celebrating_cgs,63,53
1109595,0,,,,
278173,0,,,,
1088221,1,2765,GardenMuseumLDN,15198,590
296862,1,2413,AgeUKLS,1603,2272
1030418,0,,,,
1114692,0,,,,
1127388,1,848,EdbertsHouse,159,30
1115348,1,376,CarlisleMencap,340,114
1114847,0,,,,
1122247,1,7452,hatters_bc,2560,4999
1035095,0,,,,
1103852,1,8795,BritishNeuro,14752,876
1128073,0,,,,
